Quadro,min_val,max_val
1.png,-0.7019599080085754,0.6945671439170837
2.png,-0.700256884098053,0.6901047825813293
3.png,-0.7002870440483093,0.7196620106697083
4.png,-0.6983820796012878,0.7089633941650391
5.png,-0.6979514360427856,0.7156670689582825
6.png,-0.6888941526412964,0.6971862316131592
7.png,-0.6941532492637634,0.6868717074394226
8.png,-0.6941532492637634,0.6868717074394226
9.png,-0.6795379519462585,0.7017900943756104
10.png,-0.595414400100708,0.6845837831497192
11.png,-0.6319425702095032,0.6797124147415161
12.png,-0.5679978728294373,0.763576328754425
13.png,-0.6319425702095032,0.6797124147415161
14.png,-0.5754061937332153,0.6754541993141174
15.png,-0.5710570216178894,0.7963666915893555
16.png,-0.5710570216178894,0.7963666915893555
17.png,-0.49053066968917847,0.692305862903595
18.png,-0.5305886268615723,0.6945042610168457
19.png,-0.4753088057041168,0.7004650831222534
20.png,-0.4833203852176666,0.6939321756362915
21.png,-0.4962247312068939,0.7015790343284607
22.png,-0.4962247312068939,0.7015790343284607
23.png,-0.3167203664779663,0.7447637319564819
24.png,-0.5562402009963989,0.7106530666351318
25.png,-0.3336966037750244,0.7338918447494507
26.png,-0.3697201907634735,0.8777855038642883
27.png,-0.332516610622406,0.851289689540863
28.png,-0.41791921854019165,0.8265424966812134
29.png,-0.34023064374923706,0.8345202803611755
30.png,-0.3368729054927826,0.7276638746261597
31.png,-0.34023064374923706,0.8345202803611755
32.png,-0.336071640253067,0.7545287013053894
33.png,-0.3336966037750244,0.7338918447494507
34.png,-0.3336966037750244,0.7338918447494507
35.png,-0.3336966037750244,0.7338918447494507
36.png,-0.33324378728866577,0.7425253391265869
37.png,-0.3345964550971985,0.7265576124191284
38.png,-0.3366517126560211,0.7537294626235962
39.png,-0.3345964550971985,0.7265576124191284
40.png,-0.3348681926727295,0.7671171426773071
41.png,-0.33259543776512146,0.7532528638839722
42.png,-0.3334559202194214,0.7255322933197021
43.png,-0.3365779221057892,0.7155693173408508
44.png,-0.3343494236469269,0.8201349973678589
45.png,-0.3341778516769409,0.7961043119430542
46.png,-0.3366553783416748,0.8075748085975647
47.png,-0.33609336614608765,0.8219807744026184
48.png,-0.3365676701068878,0.8276039958000183
49.png,-0.42636212706565857,0.780989408493042
50.png,-0.3365676701068878,0.8276039958000183
51.png,-0.33423280715942383,0.8276875019073486
52.png,-0.3365676701068878,0.8276039958000183
53.png,-0.42636212706565857,0.780989408493042
54.png,-0.3967687487602234,0.8536387085914612
55.png,-0.3667616546154022,0.8995345234870911
56.png,-0.33127427101135254,0.9502793550491333
57.png,-0.32453009486198425,0.8450043797492981
58.png,-0.41359350085258484,0.7961639165878296
59.png,-0.41359350085258484,0.7961639165878296
60.png,-0.4364457428455353,0.7932649254798889
61.png,-0.41619449853897095,0.762763500213623
62.png,-0.4132945239543915,0.7609405517578125
100.png,-0.41041094064712524,0.7584396600723267
101.png,-0.41710278391838074,0.7072104811668396
102.png,-0.414104163646698,0.7312659025192261
103.png,-0.4216119647026062,0.7053558230400085
104.png,-0.46451061964035034,0.6967159509658813
105.png,-0.4525187611579895,0.694091260433197
106.png,-0.45918983221054077,0.6971732378005981
107.png,-0.46451061964035034,0.6967159509658813
108.png,-0.46756526827812195,0.7011772990226746
109.png,-0.46756526827812195,0.7011772990226746
110.png,-0.47757989168167114,0.6973477005958557
111.png,-0.4843831956386566,0.6984681487083435
112.png,-0.5098646879196167,0.6877270340919495
113.png,-0.37065595388412476,0.7383662462234497
114.png,-0.3275124430656433,0.8644897937774658
115.png,-0.33119329810142517,0.9308344721794128
116.png,-0.3347083330154419,0.9114453792572021
117.png,-0.33440667390823364,0.9214285016059875
118.png,-0.3359326720237732,0.9481127262115479
119.png,-0.33119329810142517,0.9308344721794128
120.png,-0.33190280199050903,0.9533169865608215
121.png,-0.33190280199050903,0.9533169865608215
122.png,-0.33099573850631714,0.8503920435905457
123.png,-0.33613041043281555,0.9343847036361694
124.png,-0.330488920211792,0.9207506775856018
125.png,-0.33502712845802307,0.9763731360435486
126.png,-0.3368549942970276,1.0
127.png,-0.32987919449806213,0.8327084183692932
128.png,-0.3295880854129791,0.9347636699676514
129.png,-0.33216866850852966,0.9783734679222107
130.png,-0.33099573850631714,0.8503920435905457
131.png,-0.4103426933288574,0.7586617469787598
132.png,-0.41041094064712524,0.7584396600723267
133.png,-0.41710278391838074,0.7072104811668396
